timestamp,model,input_tokens,output_tokens,total_tokens,cost,latency_ms
2025-10-22 17:21:58,gpt-5,1410,590,2000,0.007662500000000001,3994.67
2025-10-22 17:22:52,gpt-5,205,1198,1403,0.01223625,10225.14
2025-10-22 17:22:59,gpt-5,115,825,940,0.00839375,7520.04
2025-10-27 14:37:11,gpt-5,523,309,832,0.0037437499999999997,5135.73
2025-10-27 14:39:36,gpt-5,523,570,1093,0.00635375,9705.21
2025-10-27 14:41:12,gpt-5,523,374,897,0.00439375,6954.5
2025-10-27 14:42:42,gpt-5,523,246,769,0.00311375,4328.1
2025-10-27 14:45:42,gpt-5,523,312,835,0.00377375,26944.96
2025-10-27 14:50:42,gpt-5,523,438,961,0.00503375,7324.39
2025-10-27 16:47:08,gpt-5,523,374,897,0.00439375,6801.52
2025-10-27 16:47:45,gpt-5,523,249,772,0.00314375,5479.62
2025-10-27 16:49:47,gpt-5,523,248,771,0.0031337500000000003,5534.71
2025-10-27 16:50:28,gpt-5,523,246,769,0.00311375,4567.94
2025-10-27 17:08:20,gpt-5,523,313,836,0.00378375,22028.84
2025-10-27 17:12:55,gpt-5,527,562,1089,0.00627875,9844.35
2025-10-27 17:12:59,gpt-5,128,84,212,0.001,3708.58
2025-10-27 17:13:13,gpt-5,382,1085,1467,0.0113275,14161.11
2025-10-27 17:13:18,gpt-5,387,1160,1547,0.012083749999999999,18382.16
2025-10-27 17:16:35,gpt-5,186,812,998,0.0083525,18387.63
2025-10-27 17:16:43,gpt-5,191,3118,3309,0.03141875,8287.11
2025-10-27 17:16:47,gpt-5,1410,545,1955,0.0072125,3515.45
2025-10-27 17:16:58,gpt-5,1865,1135,3000,0.013681249999999999,15120.62
2025-10-27 17:17:13,gpt-5,501,793,1294,0.00855625,14974.73
2025-10-27 17:21:01,gpt-5,527,306,833,0.0037187500000000003,13584.32
2025-10-27 17:21:05,gpt-5,128,148,276,0.00164,3619.37
2025-10-27 17:21:22,gpt-5,382,1300,1682,0.0134775,17233.66
2025-10-27 17:21:27,gpt-5,387,1358,1745,0.01406375,22244.78
2025-10-27 17:23:25,gpt-5,186,814,1000,0.008372500000000001,17636.61
2025-10-27 17:23:33,gpt-5,191,1388,1579,0.01411875,25628.54
2025-10-27 17:23:54,gpt-5,3434,1804,5238,0.0223325,21109.47
2025-10-27 17:24:09,gpt-5,501,987,1488,0.01049625,14487.88
2025-10-27 17:29:23,gpt-5,527,376,903,0.00441875,13250.65
2025-10-27 17:29:26,gpt-5,134,144,278,0.0016075,2933.97
2025-10-27 17:29:42,gpt-5,382,1099,1481,0.0114675,15668.71
2025-10-27 17:29:48,gpt-5,393,1077,1470,0.01126125,21890.15
2025-10-27 17:31:29,gpt-5,197,1335,1532,0.01359625,19372.19
2025-10-27 17:31:41,gpt-5,107,702,809,0.00715375,11129.05
2025-10-27 17:32:15,gpt-5,186,686,872,0.0070925,9152.21
2025-10-27 17:32:43,gpt-5,527,240,767,0.0030587500000000003,5803.93
2025-10-27 17:32:47,gpt-5,126,212,338,0.0022775,3401.98
2025-10-27 17:33:04,gpt-5,385,1226,1611,0.01274125,16946.0
2025-10-27 17:33:08,gpt-5,382,1747,2129,0.017947499999999998,21649.92
2025-10-27 17:36:22,gpt-5,186,686,872,0.0070925,10910.51
2025-10-27 17:40:07,gpt-5,528,371,899,0.004370000000000001,7771.26
2025-10-27 17:40:28,gpt-5,216,660,876,0.00687,21219.04
2025-10-27 17:42:08,gpt-5,528,436,964,0.00502,7675.41
2025-10-27 17:42:16,gpt-5,216,596,812,0.00623,8254.7
2025-10-27 17:45:23,gpt-5,528,370,898,0.00436,8137.98
2025-10-27 17:45:32,gpt-5,216,663,879,0.0069,9053.16
2025-10-27 17:47:03,gpt-5,528,368,896,0.00434,8445.12
2025-10-27 17:47:06,gpt-5,126,148,274,0.0016375,3683.03
2025-10-27 17:47:22,gpt-5,385,976,1361,0.01024125,15237.35
2025-10-27 17:47:29,gpt-5,382,1786,2168,0.0183375,22770.74
2025-10-27 17:48:29,gpt-5,189,1068,1257,0.010916249999999999,15343.32
2025-10-27 17:49:12,gpt-5,1413,2420,3833,0.02596625,43299.52
2025-10-27 17:49:20,gpt-5,99,431,530,0.00443375,7563.7
2025-10-27 17:50:22,gpt-5,186,554,740,0.0057725,10417.78
2025-10-31 11:57:46,gpt-5,528,565,1093,0.00631,11397.88
2025-10-31 11:57:50,gpt-5,131,80,211,0.0009637500000000001,4336.98
2025-10-31 11:58:15,gpt-5,390,1189,1579,0.0123775,25053.14
2025-10-31 11:58:16,gpt-5,382,1396,1778,0.0144375,26110.77
2025-10-31 12:07:42,gpt-5,528,306,834,0.00372,10363.75
2025-10-31 12:07:47,gpt-5,128,148,276,0.00164,4342.46
2025-10-31 12:08:15,gpt-5,382,1409,1791,0.014567500000000002,28838.62
2025-10-31 12:08:33,gpt-5,387,1869,2256,0.01917375,46932.34
2025-10-31 12:11:21,gpt-5,360,558,918,0.00603,14853.49
2025-10-31 12:11:29,gpt-5,355,168,523,0.0021237499999999998,3770.08
2025-10-31 12:11:37,gpt-5,1410,530,1940,0.0070625,8474.03
2025-10-31 12:11:47,gpt-5,2981,1702,4683,0.02074625,18369.07
2025-10-31 12:12:04,gpt-5,501,1016,1517,0.010786249999999999,16515.54
2025-10-31 12:14:36,gpt-5,530,302,832,0.0036825,6399.67
2025-10-31 12:14:39,gpt-5,132,80,212,0.000965,3733.12
2025-10-31 12:15:01,gpt-5,391,1275,1666,0.01323875,21834.07
2025-10-31 12:17:01,gpt-5,364,1450,1814,0.014955,23054.03
2025-10-31 12:17:12,gpt-5,105,620,725,0.00633125,11146.87
2025-10-31 12:55:47,gpt-5,528,431,959,0.0049700000000000005,7857.46
2025-10-31 12:55:52,gpt-5,125,148,273,0.00163625,4643.19
2025-10-31 12:56:05,gpt-5,382,1099,1481,0.0114675,12932.79
2025-10-31 12:56:18,gpt-5,384,1581,1965,0.01629,26105.92
2025-10-31 12:58:23,gpt-5,355,296,651,0.00340375,5198.18
2025-10-31 12:58:35,gpt-5,1220,559,1779,0.007115,11265.66
2025-10-31 12:59:06,gpt-5,530,372,902,0.0043825,9707.08
2025-10-31 12:59:09,gpt-5,138,84,222,0.0010125,2716.98
2025-10-31 12:59:28,gpt-5,397,1276,1673,0.01325625,19312.94
2025-10-31 13:02:03,gpt-5,370,1258,1628,0.0130425,17976.47
2025-10-31 13:02:14,gpt-5,111,752,863,0.00765875,10669.25
2025-10-31 13:12:54,gpt-5,530,366,896,0.0043225,7688.23
2025-10-31 13:12:57,gpt-5,132,84,216,0.0010049999999999998,3011.18
2025-10-31 13:13:27,gpt-5,391,1741,2132,0.017898749999999998,29784.04
2025-10-31 13:14:41,gpt-5,364,1130,1494,0.011755,17582.32
2025-10-31 13:14:49,gpt-5,105,433,538,0.004461250000000001,7695.23
2025-10-31 13:16:54,gpt-5,530,369,899,0.0043525000000000005,12511.06
2025-10-31 13:16:59,gpt-5,135,80,215,0.00096875,4509.62
2025-10-31 13:17:36,gpt-5,394,1595,1989,0.0164425,37454.6
2025-10-31 13:19:19,gpt-5,367,1386,1753,0.014318750000000002,25807.77
2025-10-31 13:19:34,gpt-5,108,753,861,0.007665,14596.02
2025-10-31 13:20:29,gpt-5,698,489,1187,0.005762499999999999,8512.28
2025-10-31 13:20:42,gpt-5,692,565,1257,0.006515,13272.75
2025-10-31 13:21:04,gpt-5,547,647,1194,0.00715375,21342.87
2025-10-31 13:21:07,gpt-5,248,148,396,0.00179,3506.91
2025-10-31 13:21:34,gpt-5,507,1850,2357,0.01913375,27031.18
2025-10-31 13:22:13,gpt-5,248,80,328,0.00111,3417.97
2025-10-31 13:22:46,gpt-5,507,2000,2507,0.02063375,32593.9
2025-10-31 13:23:58,gpt-5,480,1326,1806,0.013859999999999999,25428.68
2025-10-31 13:24:25,gpt-5,3302,1635,4937,0.0204775,27792.08
2025-10-31 13:24:37,gpt-5,418,616,1034,0.006682500000000001,11756.25
2025-10-31 13:26:27,gpt-5,698,432,1130,0.0051925,7808.17
2025-10-31 13:26:36,gpt-5,699,517,1216,0.0060437500000000005,8964.6
2025-10-31 13:26:46,gpt-5,554,605,1159,0.0067425,10419.14
2025-10-31 13:26:51,gpt-5,275,148,423,0.00182375,4885.15
2025-10-31 13:27:14,gpt-5,534,1356,1890,0.014227499999999999,23380.86
2025-10-31 13:28:02,gpt-5,275,144,419,0.0017837500000000002,3737.88
2025-10-31 13:28:19,gpt-5,534,1150,1684,0.0121675,16868.52
2025-10-31 13:29:05,gpt-5,507,1198,1705,0.012613750000000002,19206.11
2025-10-31 13:29:46,gpt-5,1804,2305,4109,0.025305,41728.5
2025-10-31 13:29:56,gpt-5,445,679,1124,0.00734625,9998.98
2025-10-31 13:34:12,gpt-5,698,419,1117,0.0050625,7521.15
2025-10-31 13:34:21,gpt-5,686,522,1208,0.0060775,9381.9
2025-10-31 13:34:29,gpt-5,541,445,986,0.00512625,7831.68
2025-10-31 13:34:32,gpt-5,279,80,359,0.00114875,3155.73
2025-10-31 13:36:48,gpt-5,538,2217,2755,0.022842499999999998,135321.31
2025-10-31 13:38:02,gpt-5,511,1134,1645,0.01197875,17935.79
2025-10-31 13:38:32,gpt-5,2243,2133,4376,0.02413375,30513.2
2025-10-31 13:38:51,gpt-5,652,1325,1977,0.014065,19365.93
2025-10-31 13:40:14,gpt-5,1168,421,1589,0.00567,7864.24
2025-10-31 13:40:26,gpt-5,1158,542,1700,0.0068674999999999995,11664.07
2025-10-31 13:40:35,gpt-5,543,588,1131,0.0065587499999999995,9107.19
2025-10-31 13:40:39,gpt-5,224,83,307,0.0011099999999999999,3723.45
2025-10-31 13:41:03,gpt-5,483,1203,1686,0.012633750000000001,24065.28
2025-10-31 13:41:53,gpt-5,456,1451,1907,0.01508,23613.2
2025-10-31 13:42:05,gpt-5,197,669,866,0.00693625,11535.27
2025-10-31 13:42:08,gpt-5,231,80,311,0.00108875,2673.82
2025-10-31 13:42:30,gpt-5,490,1224,1714,0.012852500000000001,22745.36
2025-10-31 13:43:43,gpt-5,463,1771,2234,0.01828875,28974.16
2025-10-31 13:43:54,gpt-5,204,650,854,0.006755,10298.08
2025-10-31 13:45:42,gpt-5,1654,552,2206,0.0075875,10484.03
2025-10-31 13:46:11,gpt-5,1647,342,1989,0.00547875,29142.33
2025-10-31 13:46:20,gpt-5,546,594,1140,0.0066225,9217.97
2025-10-31 13:46:24,gpt-5,219,148,367,0.00175375,4272.58
2025-10-31 13:46:48,gpt-5,478,1222,1700,0.0128175,23647.2
2025-10-31 13:47:37,gpt-5,451,567,1018,0.00623375,9905.18
2025-10-31 13:47:48,gpt-5,411,761,1172,0.008123749999999999,10736.07
2025-10-31 13:47:58,gpt-5,192,655,847,0.00679,10064.06
2025-10-31 13:48:02,gpt-5,226,144,370,0.0017225,4202.02
2025-10-31 13:48:24,gpt-5,485,1348,1833,0.014086250000000002,22387.5
2025-10-31 13:49:17,gpt-5,458,887,1345,0.0094425,15214.67
2025-10-31 13:49:24,gpt-5,418,569,987,0.0062125,6977.47
2025-10-31 13:49:35,gpt-5,199,726,925,0.00750875,10311.16
2025-11-01 22:29:54,gpt-5,523,439,962,0.00504375,7899.8
2025-11-01 22:33:16,gpt-5,523,439,962,0.00504375,7016.74
2025-11-01 22:34:03,gpt-5,523,375,898,0.00440375,4938.9
2025-11-01 22:35:34,gpt-5,523,310,833,0.00375375,5763.39
2025-11-01 22:38:05,gpt-5,523,438,961,0.00503375,7357.03
2025-11-04 20:42:57,gpt-5,523,247,770,0.00312375,11348.38
2025-11-04 20:45:26,gpt-5,523,374,897,0.00439375,9008.1
2025-11-04 21:13:56,gpt-5,523,374,897,0.00439375,9581.04
2025-11-05 22:46:57,gpt-5,523,247,770,0.00312375,6568.42
2025-11-05 22:51:43,gpt-5,523,375,898,0.00440375,8205.89
2025-11-05 22:52:02,gpt-5,523,311,834,0.0037637500000000006,8936.41
2025-11-05 22:54:22,gpt-5,523,311,834,0.0037637500000000006,7347.26
2025-11-05 22:55:24,gpt-5,523,374,897,0.00439375,6525.96
2025-11-05 22:57:17,gpt-5,523,373,896,0.0043837500000000005,6938.87
2025-11-05 22:58:23,gpt-5,523,437,960,0.00502375,6079.03
2025-11-05 23:00:18,gpt-5,523,303,826,0.0036837499999999995,5869.07
2025-11-06 15:24:48,gpt-5,523,250,773,0.0031537500000000003,10222.82
2025-11-06 15:26:48,gpt-5,523,311,834,0.0037637500000000006,7771.08
2025-11-06 15:29:59,gpt-5,523,246,769,0.00311375,8776.2
2025-11-06 15:32:17,gpt-5,523,310,833,0.00375375,7825.39
2025-11-06 15:35:49,gpt-5,523,374,897,0.00439375,11572.1
2025-11-06 15:49:53,gpt-5,523,302,825,0.00367375,6706.55
2025-11-06 15:52:32,gpt-5,523,442,965,0.00507375,10290.31
2025-11-06 16:03:04,gpt-5,523,378,901,0.00443375,6505.0
2026-05-11 23:55:39,gpt-5,380,1757,2137,0.018045000000000002,38657.16
2026-05-12 00:02:50,gpt-5,384,1806,2190,0.01854,33225.96
2026-05-12 00:23:34,gpt-5,382,2245,2627,0.0229275,39885.34
2026-05-12 00:30:59,gpt-5,382,694,1076,0.0074175,15263.14
2026-05-12 00:32:41,gpt-5,382,2019,2401,0.0206675,41615.39
2026-05-12 00:36:17,gpt-5,382,1438,1820,0.014857500000000001,34006.62
2026-05-12 00:39:22,gpt-5,382,1261,1643,0.0130875,28500.04
2026-05-12 00:40:35,gpt-5,382,1395,1777,0.014427500000000001,30523.49
2026-05-12 00:43:44,gpt-5,382,1880,2262,0.0192775,55599.05
2026-05-12 00:46:59,gpt-5,382,1594,1976,0.016417499999999998,32589.31
2026-05-12 00:49:45,gpt-5,382,1139,1521,0.011867500000000001,31341.57
2026-05-12 00:51:11,gpt-5,382,999,1381,0.010467500000000001,21964.06
2026-05-12 00:53:20,gpt-5,382,1392,1774,0.0143975,23807.91
2026-05-12 00:55:52,gpt-5,382,1009,1391,0.010567499999999999,15815.24
2026-05-12 00:58:38,gpt-5,382,1413,1795,0.0146075,30789.36
2026-05-12 01:04:07,gpt-5,387,1175,1562,0.01223375,21436.95
2026-05-12 01:06:08,gpt-5,382,1388,1770,0.0143575,28679.19
2026-05-12 01:07:24,gpt-5,382,1712,2094,0.0175975,36943.39
2026-05-12 01:10:11,gpt-5,382,1849,2231,0.018967499999999998,40233.2
2026-05-12 01:14:05,gpt-5,382,2136,2518,0.021837499999999996,38292.77
2026-05-12 01:17:25,gpt-5,387,1636,2023,0.01684375,24815.55
2026-05-12 01:19:00,gpt-5,382,1545,1927,0.015927499999999997,28463.12
2026-05-12 01:20:47,gpt-5,382,1027,1409,0.0107475,17113.34
2026-05-12 01:22:30,gpt-5,387,2143,2530,0.02191375,33628.69
2026-05-12 01:24:10,gpt-5,382,1466,1848,0.015137500000000002,25367.36
2026-05-12 01:26:31,gpt-5,382,1155,1537,0.0120275,25539.87
2026-05-12 01:28:22,gpt-5,387,2449,2836,0.02497375,38511.16
2026-05-12 01:30:35,gpt-5,387,1249,1636,0.01297375,20679.09
2026-05-12 01:32:50,gpt-5,382,2666,3048,0.0271375,52146.69
2026-05-12 12:26:04,gpt-5,382,1829,2211,0.0187675,57251.13
2026-05-12 12:30:09,gpt-5,387,2465,2852,0.025133750000000003,56100.03
2026-05-12 12:31:38,gpt-5,384,362,746,0.0041,14173.08
2026-05-12 12:32:38,gpt-5,382,1583,1965,0.0163075,37008.21
2026-05-12 12:35:06,gpt-5,384,298,682,0.00346,8895.7
2026-05-12 12:35:57,gpt-5,382,956,1338,0.010037500000000001,26693.17
2026-05-12 12:38:23,gpt-5,387,2157,2544,0.02205375,80367.37
2026-05-12 12:41:39,gpt-5,387,1883,2270,0.01931375,60395.27
2026-05-12 12:43:58,gpt-5,382,1719,2101,0.0176675,43249.95
2026-05-12 12:46:57,gpt-5,387,1280,1667,0.01328375,56927.4
2026-05-12 12:48:35,gpt-5,382,1154,1536,0.012017500000000002,36230.06
2026-05-12 12:50:30,gpt-5,382,1115,1497,0.0116275,38363.69
2026-05-12 14:43:01,gpt-5,387,1895,2282,0.019433750000000003,62835.51
2026-05-12 14:44:36,gpt-5,382,890,1272,0.0093775,18936.89
2026-05-12 14:46:22,gpt-5,382,1645,2027,0.016927499999999998,48680.35
2026-05-12 14:48:30,gpt-5,382,845,1227,0.008927500000000001,15868.83
2026-05-12 14:50:14,gpt-5,384,490,874,0.00538,21099.32
2026-05-12 14:51:19,gpt-5,387,2123,2510,0.02171375,47424.27
2026-05-12 14:53:48,gpt-5,382,1775,2157,0.0182275,38512.64
2026-05-12 14:57:27,gpt-5,382,1237,1619,0.012847500000000001,30743.23
2026-05-12 14:59:37,gpt-5,387,1376,1763,0.014243750000000001,34364.39
2026-05-12 15:01:42,gpt-5,387,1772,2159,0.01820375,47086.29
2026-05-12 15:16:28,gpt-5,382,1677,2059,0.0172475,53240.96
2026-05-12 15:24:54,gpt-5,387,1377,1764,0.014253749999999999,53336.99
2026-05-12 15:39:30,gpt-5,382,2453,2835,0.0250075,50537.22
2026-05-12 15:46:46,gpt-5,381,1417,1798,0.01464625,36394.56
2026-05-18 22:20:57,gpt-5,381,671,1052,0.007186250000000001,9828.07
2026-05-19 00:08:16,gpt-5,380,834,1214,0.008815,8521.86
2026-05-19 00:14:56,gpt-5,380,1353,1733,0.014005,19267.53
2026-05-19 00:21:52,gpt-5,380,1230,1610,0.012775,11071.87
2026-05-19 00:25:24,gpt-5,380,1233,1613,0.012804999999999999,12020.33
2026-05-19 00:29:17,gpt-5,380,1628,2008,0.016755000000000003,16124.7
2026-05-19 00:33:06,gpt-5,380,1355,1735,0.014025000000000001,10813.28
2026-05-19 00:38:34,gpt-5,381,976,1357,0.010236249999999999,7429.38
2026-05-19 23:07:55,gpt-5,380,1483,1863,0.015305,70781.02
2026-05-19 23:29:49,gpt-5,380,893,1273,0.009405,20824.2
2026-05-19 23:39:52,gpt-5,380,1108,1488,0.011555,12594.28
2026-05-19 23:57:50,gpt-5,381,1263,1644,0.01310625,11967.28
2026-06-11 14:51:57,gpt-5,381,46,427,0.00093625,1138.2
2026-06-11 14:55:34,gpt-5,381,49,430,0.00096625,3362.39
2026-06-11 14:57:26,gpt-5,381,47,428,0.00094625,1522.64
